年均温,年降水,蒸散量,母岩,DEM,地形部位,NDVI,LAI,植被类型,土地利用,pH,TDLY,coordinates
24.363842,1080.1794,-0.0023186805,5,1352,5,0.49096248,0.9136850602682902,8,1,8.66,510.30,(33500609.0108 2770293.0183000006)
23.26928,1071.946,-0.0022904368,4,1591,4,0.40731972,0.8696840215082026,1,1,6.86,893.02,(33531077.4432 2759174.0154999997)
23.69198,1131.9392,-0.0023497406,3,1555,3,0.4444972,0.8786403013275382,12,1,8.48,545.54,(33499200.798 2754664.513699999)
24.178722,1191.7773,-0.0024329822,4,1008,3,0.52285254,1.1534631579301948,9,1,5.25,128.79,(33483624.1541 2761327.2216999996)
23.64727,1199.1364,-0.0024243726,4,867,3,0.50937843,1.1005544799916132,9,1,6.11,106.92,(33483809.3086 2764611.8972999994)
23.462957,1175.961,-0.0024009396,4,756,4,0.47637892,1.018757453673175,19,1,7.68,65.61,(33487512.1559 2748508.4301999994)
24.673265,1134.2737,-0.0023878363,4,712,4,0.5337714,1.11861756686412,16,1,8.56,936.76,(33489714.0176 2763933.0516)
20.87983,1023.8198,-0.002268467,4,1758,3,0.5818352,1.2782853724854948,1,1,6.13,876.01,(33526726.2458 2787181.7815000005)
20.435093,1009.18427,-0.0022782297,4,1684,3,0.54087526,1.2504770360535928,18,1,5.98,280.67,(33523171.163599998 2790206.1163999997)
24.58263,1169.4052,-0.0024242124,4,886,3,0.5918812,1.3839050039522305,19,1,6.26,143.37,(33484992.3349 2762132.601500001)
22.6062,1022.24646,-0.002189868,4,1680,3,0.505608,1.10522119320773,18,1,7.18,790.96,(33515881.0368 2773104.1644)
24.264753,1081.4664,-0.002315803,4,1359,1,0.4350675,0.7921345802765711,18,1,7.93,773.96,(33501188.5262 2768625.8926999997)
19.972565,1055.2677,-0.0023086614,1,1832,4,0.45685536,0.9410662397527976,18,1,5.90,765.45,(33520490.827600002 2801201.5485999994)
24.199223,1170.7625,-0.0024123895,4,759,2,0.5794224,1.2027429865673693,19,1,5.47,121.50,(33486019.6203 2764955.6219999995)
22.56411,1056.6218,-0.002217667,1,1867,4,0.53937453,1.1654387846370682,13,1,8.23,88.69,(33513487.0764 2768833.897500001)
22.614397,1086.2816,-0.0022998767,1,1720,5,0.50981677,1.1124101116515845,1,1,8.07,55.89,(33528653.096699998 2755842.777899999)
20.546413,1011.70447,-0.0022761188,4,1711,3,0.56584036,1.2151422451352845,18,1,5.51,368.14,(33524016.1889 2789779.0941000003)
22.90543,988.408,-0.002224049,4,1646,2,0.41758084,0.9649751601485423,18,1,6.04,315.90,(33520295.214900002 2777063.4910000004)
23.953585,1184.9833,-0.0024206731,4,817,3,0.46389616,1.0113466008948249,9,1,5.66,168.88,(33484641.326 2764427.8430000003)
23.448126,1010.0173,-0.0022234512,4,1695,4,0.35341415,0.7258301231273934,18,1,6.64,360.86,(33523753.9191 2772569.293299999)
21.318651,1019.1285,-0.0022622969,4,1754,2,0.44880205,0.9962976895478897,18,1,5.28,303.75,(33526313.7298 2785778.335000001)
22.91753,1039.3146,-0.002244796,4,1673,5,0.49774483,1.1075474207329699,18,1,8.34,222.34,(33520940.220399998 2765043.6270000003)
22.619204,994.6869,-0.002246103,4,1649,3,0.48867568,1.1015689353568092,18,1,7.76,922.18,(33523291.7689 2781889.5032)
22.569805,1084.2688,-0.0022960799,6,1927,3,0.4244838,0.8254988606620793,1,1,8.07,63.18,(33523582.963600002 2756892.6819)
22.234901,1059.1837,-0.0022545438,6,1873,3,0.43437153,0.8580104881907974,13,1,8.49,63.18,(33519346.4174 2762148.8702000007)
22.637192,1021.2813,-0.0021919413,4,1657,5,0.538535,1.2150850839322789,18,1,7.56,366.93,(33516780.014200002 2770273.181500001)
23.008307,991.4215,-0.0022170893,4,1644,3,0.46554124,1.0676367861297273,18,1,8.04,307.39,(33520389.9611 2775286.1403)
24.798153,1124.0914,-0.002391246,4,684,3,0.4784935,0.9903286062468389,15,1,7.60,581.99,(33488845.1717 2759305.4531999994)
22.644224,1015.158,-0.0022026605,4,1676,3,0.5283397,1.2068161367171466,18,1,6.22,331.69,(33516333.402599998 2774276.492900001)
22.968456,989.1087,-0.002226324,4,1648,4,0.39755702,0.8808634623015443,18,1,6.24,454.41,(33522100.0643 2777418.8268)
22.30291,1003.3082,-0.0022521045,4,1657,3,0.50774765,1.137432047575773,18,1,8.11,809.19,(33524459.0238 2783586.0217000004)
22.712587,1075.8569,-0.002307291,2,1246,3,0.4360188,0.911373594080783,18,2,5.45,168.88,(33502424.3378 2777233.1285999995)
22.757082,1000.4371,-0.0022122245,4,1657,4,0.5254781,1.2271764726220358,18,1,5.82,160.38,(33517936.3638 2775383.4387999997)
22.40756,1038.9252,-0.0022180644,4,1681,4,0.5339214,1.2637210505237926,13,2,8.36,97.20,(33516148.657899998 2767496.6023999993)
22.148327,1035.6947,-0.0022814074,1,1845,4,0.44340324,0.8702228693496793,13,1,8.23,770.31,(33532627.267 2775670.3204999994)
23.647636,1045.8733,-0.0022734425,2,1610,4,0.5056509,1.1410725931238748,18,1,8.26,420.39,(33525768.9776 2764076.5604999997)
21.755154,1018.716,-0.0022580342,4,1699,3,0.51803124,1.1250312428851137,18,1,8.00,821.34,(33526551.6584 2784105.2773)
24.48829,1083.1628,-0.0022929125,2,1562,3,0.49138758,0.9870885588654305,13,1,8.44,49.81,(33503772.714 2770046.7207999993)
21.148096,1000.3327,-0.0022648375,4,1658,3,0.48731643,1.1273837049553401,18,1,5.42,405.81,(33522322.1513 2786879.6164999995)
22.764614,989.3774,-0.0022403558,4,1645,3,0.4563115,1.021303068844288,18,2,8.04,1007.23,(33522608.126000002 2780215.1655)
21.618086,1196.4784,-0.002380679,5,897,3,0.5039631,1.0717730829574674,8,10,6.57,509.09,(33485419.0632 2800823.4551)
23.198383,1216.9083,-0.002423688,4,719,3,0.5257913,1.1814254237981292,18,1,5.77,111.17,(33483578.0687 2775882.997300001)
24.678112,1123.4385,-0.0023713014,4,729,3,0.50478244,0.9984060924840442,19,1,8.60,492.07,(33490996.8851 2762391.5450999998)
23.188177,1094.1267,-0.0023165322,7,1416,4,0.5032507,1.0232874298216328,18,1,8.28,221.13,(33505109.4551 2764698.1664000005)
23.337313,1038.543,-0.002255886,4,1655,5,0.38023812,0.7305593946533421,18,4,6.51,358.43,(33523388.1779 2765176.3319000006)
22.507582,1060.4918,-0.0022250547,1,1906,5,0.5066352,1.0833668173322595,1,2,5.73,119.07,(33513339.9964 2767844.827299999)
22.699427,987.4223,-0.0022397933,4,1645,3,0.4128946,1.0393653496542183,18,1,7.52,496.94,(33521655.9833 2780230.7595000006)
25.662436,1172.193,-0.0024124726,4,751,3,0.55376184,1.209507526975315,15,1,6.28,231.46,(33485538.146700002 2788069.2786999997)
24.243069,1154.6528,-0.0024130684,4,846,3,0.47895852,1.0992443872914783,19,1,4.82,119.07,(33485670.114 2757289.4363)
24.608242,1129.0524,-0.0023758379,4,670,3,0.47591433,0.9730688920673544,15,1,8.32,199.26,(33490125.897 2755538.1414)
22.165161,1092.6378,-0.0023387116,3,1527,3,0.46039006,0.9065176470545426,18,1,8.25,218.70,(33506687.0606 2761024.057600001)
22.811607,1081.7516,-0.0023002648,5,1672,5,0.52109885,1.087983376017054,1,1,7.98,156.74,(33530150.3229 2756913.094900001)
22.919025,1003.85333,-0.002202459,4,1646,3,0.53583074,1.2637769688303062,18,1,7.14,338.99,(33518982.8617 2772353.7531000003)
24.876307,1192.1913,-0.0024089573,4,736,3,0.48022068,0.9945791177178229,15,1,5.78,200.47,(33484943.1855 2794616.8334)
23.96271,1098.3809,-0.0023678585,5,980,5,0.33064508,0.563050219243461,16,1,8.57,132.44,(33495316.6103 2777308.9126999993)
23.944326,1076.514,-0.0023300166,6,1288,4,0.44487458,0.897831917626881,8,1,8.28,89.91,(33499309.5053 2773810.6887)
20.286259,1008.9473,-0.0022798572,4,1678,3,0.5562457,1.2993726646808372,18,1,8.06,111.78,(33522544.8992 2790613.5447000004)
24.575628,1130.507,-0.0023761634,4,672,3,0.49553427,1.0137065058870793,15,1,8.53,421.61,(33490049.7272 2755132.0489000008)
22.32628,1050.9181,-0.0022408112,1,1777,4,0.41433087,0.8808191842511119,13,10,8.44,115.42,(33518596.2504 2764280.2938)
24.262344,1181.4159,-0.0024261405,4,900,3,0.5451711,1.2711808930908224,19,1,6.34,142.16,(33484416.5315 2762652.407299999)
22.870413,1007.01245,-0.0021998452,4,1648,3,0.52325743,1.2361137935890716,18,1,7.44,253.93,(33518611.7234 2771797.2981000002)
24.391962,1141.3015,-0.0023743766,4,664,4,0.54795617,1.2362450967728449,15,3,8.39,227.21,(33490140.672399998 2751657.0506999996)
22.642645,1086.366,-0.002299251,1,1818,3,0.45255682,0.8841031850852373,1,1,8.13,36.45,(33527342.7498 2755942.9426000006)
23.831488,1194.8901,-0.0024267302,4,906,3,0.53232163,1.2467379257389755,9,1,6.07,102.06,(33483822.4336 2763616.8168)
22.41153,1040.4927,-0.0022167072,4,1685,5,0.55471456,1.2351286740673362,1,1,8.50,328.05,(33515798.8303 2767681.9965000004)
22.862078,987.9515,-0.0022227454,4,1641,5,0.42020115,0.9526250479149666,18,1,8.46,359.64,(33520395.2423 2777343.7353000008)
23.055609,989.73083,-0.0022241746,4,1651,5,0.39010605,0.8218800100223311,18,10,5.23,503.01,(33521794.5469 2776351.3835000005)
24.479446,1174.7844,-0.0024268595,4,899,3,0.5479681,1.2310123625250045,19,1,6.12,162.81,(33484663.1324 2762106.9124999996)
21.23342,1000.3218,-0.0022632156,4,1660,4,0.3862407,0.8622038447679602,1,1,7.80,171.31,(33520883.0578 2786121.5593)
23.660923,1058.8031,-0.0022933264,2,1664,3,0.38678858,0.8083130967994889,18,1,7.56,393.66,(33526691.791 2761405.5448000003)
21.40563,1032.4679,-0.002278468,4,1884,5,0.37795657,0.7142425025356803,13,1,7.15,868.73,(33531808.6373 2778292.7639000006)
20.710281,1009.1893,-0.0022730315,4,1695,5,0.48221448,1.0480237276825308,18,1,6.06,331.69,(33523859.0234 2788903.6884000003)
22.80923,988.80524,-0.0022384997,4,1644,5,0.3594784,0.7979273345856074,18,1,8.23,1032.75,(33522562.0909 2779708.4835)
23.014225,1077.6812,-0.0023014976,2,1377,3,0.4423051,0.7654315753721009,18,1,4.77,317.12,(33502901.5768 2776349.2061)
22.114399,992.79193,-0.002251763,4,1652,4,0.43711022,1.089621341539468,18,1,4.49,364.50,(33521787.2066 2783381.025800001)
22.954344,1077.4578,-0.002295812,4,1591,4,0.5057578,1.1106467770062929,1,1,7.99,306.18,(33531359.758500002 2757694.1699)
21.867662,994.9229,-0.0022564705,4,1649,5,0.3621314,0.9039681268163887,18,1,7.85,516.38,(33522254.9006 2784531.1613)
24.44924,1143.7186,-0.0023696525,4,664,3,0.5174939,1.1489449659230129,15,1,8.29,190.75,(33490723.4062 2750115.2485000007)
22.054642,1089.9641,-0.002332007,1,1550,3,0.4335199,0.8603285580583443,18,5,8.36,302.54,(33507288.3695 2760777.6291000005)
22.861448,988.0859,-0.0022318175,4,1644,3,0.39910087,0.7056695593026503,18,1,8.17,541.89,(33522148.2155 2778800.8818999995)
22.612291,1057.8215,-0.0022695903,1,1766,4,0.49112973,0.9154388868474949,13,1,8.14,567.40,(33520969.5392 2761697.1598000005)
22.41768,1040.3317,-0.0022306922,4,1722,4,0.5215667,1.1894755567393738,13,1,8.35,108.14,(33518062.179899998 2765980.2783000004)
24.729883,1121.5499,-0.002372794,4,782,4,0.492456,0.95819758894876,19,1,8.32,1372.95,(33490802.631 2760705.4790000003)
21.430773,1196.5173,-0.002378709,5,901,4,0.48923078,1.0506206590805525,8,1,7.77,477.50,(33485456.939 2801255.2798999995)
23.924479,1089.4076,-0.002317345,4,1368,3,0.46392712,0.9238387672648513,18,1,8.41,732.64,(33502169.007799998 2766457.6619000006)
21.00325,1020.0399,-0.0022672105,4,1717,3,0.5255413,1.1809845264350398,18,1,5.47,433.75,(33526168.6377 2787050.308)
22.55592,1002.2473,-0.0022475107,4,1658,1,0.52165264,1.2163461635666228,18,2,8.31,818.91,(33524468.0363 2782675.9418)
22.683788,1001.5673,-0.0022185433,4,1665,3,0.5384143,1.2519129581109456,18,1,6.42,151.88,(33517584.2818 2776139.4661999997)
22.718254,1083.0769,-0.0023473431,1,1391,3,0.4168345,0.9283045230212389,18,1,4.50,3256.20,(33498833.3076 2779791.6680999994)
23.551552,1033.1056,-0.0022406569,4,1668,3,0.3831562,0.8354123282686602,18,1,5.13,255.15,(33524383.434 2768490.2102000006)
22.230883,1072.7311,-0.0022488725,6,1963,3,0.414772,0.852644116828522,1,1,5.27,116.64,(33512212.0918 2765377.1854999997)
24.369598,1135.2509,-0.0023855872,4,668,3,0.4689467,0.9927487358271536,19,1,8.47,123.93,(33488813.8609 2754543.207800001)
23.596088,1030.5591,-0.0022354675,4,1669,4,0.3682233,0.7899077308373633,18,1,5.05,428.89,(33524631.6745 2769547.626599999)
23.034454,990.57697,-0.0022189617,4,1647,1,0.44985822,1.0495542250664804,18,1,7.34,404.60,(33520802.257799998 2775491.5121)
23.110659,1129.2457,-0.0023586357,3,1813,3,0.4657201,0.9465976003652856,18,1,8.14,609.93,(33501235.768 2753664.8586)
21.112476,1023.8158,-0.0022646426,4,1712,4,0.5599892,1.281931222795006,18,1,6.93,1177.34,(33526866.5 2786077.9211999997)
22.415493,1224.6311,-0.0024243803,4,779,4,0.59935194,1.3971310554402747,13,1,5.65,225.99,(33482719.2736 2773170.4409999996)
24.559767,1137.0753,-0.0023817953,5,776,3,0.54522234,1.1012889682778293,16,1,8.61,959.85,(33490271.2954 2764693.9782999996)
24.533764,1174.9174,-0.002428454,4,924,3,0.57490426,1.3340509938659735,19,1,4.82,94.77,(33484591.894 2761795.639799999)
22.415169,1072.4938,-0.002249193,6,1946,4,0.47901696,0.9962934257422501,1,1,8.26,47.39,(33512085.3976 2766284.267000001)
22.679955,996.2275,-0.0022245287,4,1656,3,0.43073893,1.0157239084895848,18,1,4.75,172.53,(33518127.1782 2777044.8014)
24.662725,1123.1552,-0.0023696634,4,735,3,0.5400567,1.080562329609188,19,1,8.21,720.50,(33491191.1544 2762444.6125000007)
24.63127,1171.0704,-0.002427937,4,916,3,0.4973413,1.072812600333153,19,1,5.47,148.23,(33484816.4169 2761668.859099999)
24.155293,1142.0591,-0.0023864945,4,661,5,0.45248234,0.9209340237924116,19,1,8.07,218.70,(33488668.3846 2752709.4527000003)
21.800268,1017.96545,-0.0022574405,4,1683,4,0.5055496,1.0641309476968044,18,1,7.90,1027.89,(33526442.5247 2784061.3077000007)
24.058357,1084.5182,-0.0023107699,4,1383,3,0.45612508,0.8913205526788692,18,1,8.40,583.20,(33502885.6538 2767333.7918)
22.505993,1012.2144,-0.0022495168,4,1698,2,0.5098364,1.0499725594028038,18,1,7.33,1726.52,(33526047.2344 2781122.9428000003)
23.035028,1127.3099,-0.0023544987,5,2043,3,0.36514422,0.6354211020864847,8,1,4.86,492.07,(33501246.2738 2800787.2874)
22.734842,1024.0043,-0.0022217894,4,1666,4,0.50612104,1.0763358066800701,13,4,7.46,460.49,(33518804.7102 2767826.9701000005)
26.081358,1125.2797,-0.0023806863,4,1342,3,0.38356438,0.6875712740911895,8,1,5.79,419.18,(33494642.9097 2795067.3455)
24.206444,1081.8855,-0.0023149282,4,1357,3,0.482825,0.9616448554961688,18,1,8.34,687.08,(33501563.2474 2768113.0909)
26.487097,1130.2067,-0.0023977298,1,838,4,0.49234536,1.0472032894252283,8,1,8.55,856.57,(33489994.664300002 2790255.9729999993)
23.644682,1030.6,-0.0022333118,4,1659,5,0.47995275,1.02291862825659,18,1,7.93,274.59,(33525078.529799998 2770230.6251999997)
23.684456,1049.0209,-0.0022810115,2,1607,3,0.5034951,1.1660867885832817,18,1,7.50,614.79,(33526228.110799998 2763158.3795999996)
23.1465,1006.3276,-0.002211798,4,1643,3,0.5434122,1.2838952923874036,18,1,7.00,573.48,(33520776.407899998 2771344.353599999)
22.620047,1042.5767,-0.0022397153,4,1753,3,0.43114215,0.9205064169789166,13,1,5.37,133.65,(33519366.4533 2765083.1384999994)
24.248425,1089.0837,-0.0023337267,5,1313,3,0.52400845,1.035289369523584,13,1,8.44,1119.02,(33498422.1303 2770857.9546000008)
26.420395,1135.0381,-0.0024063874,4,755,4,0.46205586,0.9177534873927035,8,1,8.39,965.93,(33488518.384999998 2787208.418400001)
23.640345,1059.6113,-0.002300736,4,1643,3,0.38438424,0.7748623636654429,18,1,5.35,410.67,(33525925.253 2761257.8532999996)
24.321915,1089.5607,-0.0023284047,5,1376,3,0.47591722,0.97598293713046,18,1,8.35,343.85,(33499348.898199998 2769030.6001999993)
22.545366,1084.6729,-0.002297622,1,1678,3,0.51059335,1.083939430675246,1,1,8.19,255.15,(33531102.9771 2755859.1926000006)
24.096058,1193.3362,-0.002432308,4,998,3,0.64239424,1.5876691495008601,9,1,5.55,121.50,(33483549.1543 2761672.3488)
24.215158,1149.4626,-0.002408457,4,817,3,0.49049532,1.1227443678483344,19,1,5.93,153.09,(33486207.746 2756657.4745000005)
23.355507,1020.757,-0.0022251415,4,1648,3,0.4347158,0.8839926370471931,18,2,5.67,645.16,(33522466.6747 2769333.2403999995)
24.528482,1143.3881,-0.0023658022,4,669,3,0.51016384,1.078430569484735,15,1,8.43,342.63,(33491156.878200002 2749793.5352)
21.920904,997.6954,-0.0022562249,4,1652,4,0.526187,1.2379839443599419,18,1,8.02,590.49,(33523281.5535 2784616.2347)
23.83568,1133.5576,-0.0023452765,1,1519,4,0.52095985,0.943721896015975,12,1,8.36,453.19,(33498363.4822 2756293.2731999997)
23.290787,1073.1647,-0.0023035463,2,1703,5,0.47065187,0.9340360765677846,18,1,6.77,179.82,(33525138.2565 2759314.7192)
22.76223,1020.59283,-0.0022182753,4,1661,4,0.3841816,0.8241882290589053,13,1,7.14,341.42,(33518761.8161 2768335.0614)
26.00804,1184.6794,-0.002421847,4,727,3,0.5043315,1.0950210923271866,15,1,4.63,83.83,(33485529.469499998 2780837.935799999)
22.512358,1043.6501,-0.0022368906,4,1704,4,0.55317223,1.2400617854827682,13,1,8.20,116.64,(33518666.082000002 2765283.158500001)
23.757593,1190.4524,-0.0024204259,1,800,4,0.49304703,1.0595484910760404,9,1,6.52,392.44,(33484488.860799998 2765191.9120000005)
24.35466,1141.254,-0.0024045524,4,778,3,0.48043188,1.0412133461809694,19,1,4.83,110.56,(33486806.9333 2756788.464299999)
24.523699,1122.572,-0.0023411142,1,1158,5,0.45225385,0.9065561368085395,19,1,8.40,478.71,(33493554.074 2760253.9991999995)
20.258204,1047.5149,-0.0023013433,1,1965,4,0.5469244,1.0538920882935114,18,1,5.69,1725.30,(33523629.4243 2798708.3943000007)
22.762962,1085.2786,-0.0022995472,1,1764,5,0.42313564,0.8673368850839346,1,1,8.36,25.52,(33527707.5524 2756478.3367999997)
23.524755,1131.5438,-0.0023505772,1,1648,2,0.48433465,0.9544519046191189,12,1,8.50,481.14,(33499874.1133 2753834.3540000003)
24.261639,1180.7297,-0.002425569,4,894,3,0.5473967,1.2714733852061142,19,1,5.84,134.87,(33484485.5786 2762750.458900001)
21.359568,1022.7805,-0.0022633076,4,1710,3,0.54725915,1.1622871279894988,18,1,5.54,886.95,(33526905.5634 2785105.7323000003)
20.774176,1052.583,-0.00230344,7,1802,5,0.4957897,0.9544252956027223,1,1,5.23,522.45,(33523747.7377 2802963.2847000007)
26.489788,1124.7993,-0.0023945766,1,854,3,0.5239957,1.0534671950825223,8,1,8.48,877.23,(33490814.9978 2791084.872300001)
22.784536,1030.2097,-0.0022285727,4,1683,3,0.4423606,0.9371466730526944,13,1,6.06,219.92,(33519406.2118 2766849.402899999)
22.314743,1086.2712,-0.0023009386,5,1694,4,0.50924903,1.0688651724022435,18,1,8.41,377.87,(33533150.9551 2755250.6161)
24.53351,1131.3163,-0.0023786186,4,667,3,0.48252413,0.960805673002039,19,1,7.60,366.93,(33489746.6654 2754993.8159999996)
24.027637,1185.359,-0.002422858,4,859,3,0.5426294,1.2835406119615143,9,1,7.31,143.37,(33484436.759 2763784.098200001)
22.817848,1068.2765,-0.0022229494,1,2006,5,0.36733764,0.6783088536846502,1,1,8.24,43.74,(33512123.2515 2770248.0628999993)
24.25476,1162.4869,-0.0024180855,4,882,3,0.49581978,1.1226211812922877,19,1,5.16,155.52,(33485153.781 2757889.3461000007)
26.08537,1122.5625,-0.0024054293,4,753,3,0.492288,0.9605514841154377,8,1,8.49,905.18,(33489834.8773 2784313.1854)
23.534048,1023.8546,-0.0022307588,4,1686,3,0.3180943,0.6651275520773361,18,1,5.02,174.96,(33523887.784 2770069.1609000005)
22.769184,1009.0683,-0.002197007,4,1655,2,0.501434,1.1546447718792987,18,1,8.06,255.15,(33517929.2533 2772110.8839999996)
24.481163,1146.5339,-0.002411596,4,826,2,0.48987234,1.135154177694556,19,1,5.24,109.35,(33486127.3432 2757922.445699999)
23.317095,1043.114,-0.002265404,4,1670,4,0.3586593,0.7373993960375289,13,2,6.42,628.15,(33523491.4842 2763806.978)
24.729883,1121.5499,-0.002372794,4,779,4,0.5291502,1.051461758862749,19,1,8.31,982.93,(33490815.6882 2760711.4397)
21.81778,1097.5704,-0.0022983071,2,1822,4,0.50229764,0.9227499530469095,18,1,7.73,216.27,(33530777.7203 2752669.4824)
23.826704,1062.0043,-0.0022843368,1,1741,4,0.48061964,1.0222933246965298,13,1,8.08,450.76,(33532844.0536 2767216.834899999)
21.230745,1002.79333,-0.0022663255,4,1658,4,0.5237427,1.2520344036127689,18,1,6.22,345.06,(33523368.341 2786940.632099999)
20.675873,1005.94977,-0.0022736532,4,1666,4,0.5743516,1.301089351752297,18,1,7.77,286.74,(33522704.4177 2788843.614499999)
22.906578,1215.3162,-0.0024194086,4,719,3,0.5229768,1.0953242691945837,13,1,5.14,83.83,(33483831.6515 2773504.4202999994)
24.047695,1102.383,-0.002381355,4,981,3,0.48537126,0.954944447902725,16,1,8.47,1037.61,(33494618.8198 2778138.837200001)
22.63497,998.482,-0.002226019,4,1657,2,0.48290214,1.1341450294834265,18,1,6.35,262.44,(33517783.740199998 2777157.9089)
23.622538,1059.3252,-0.0023014108,4,1630,4,0.47091526,1.0064446201756239,18,1,8.39,414.31,(33525520.0648 2761291.9869)
20.693958,1008.473,-0.002273382,4,1710,2,0.48474357,1.0507397106700809,18,1,6.10,283.10,(33523656.6881 2788968.6668)
23.039852,1197.271,-0.0024109997,4,805,4,0.53834486,1.2067788459226374,19,1,5.56,92.34,(33486271.2775 2748426.2018999998)
21.857777,1034.2637,-0.0022792318,4,1853,4,0.31432858,0.563808856583352,13,1,8.24,625.73,(33532318.1058 2776650.0808000006)
23.449688,1034.8861,-0.0022474397,2,1650,4,0.45722193,0.9628918077860845,18,1,5.60,239.35,(33523844.8863 2766889.498400001)
23.540081,1038.1467,-0.002251445,2,1641,4,0.42958823,0.9440975461265044,18,1,6.02,798.25,(33524554.221 2766780.1637999993)
20.177011,1010.5416,-0.0022812192,4,1680,3,0.5376523,1.2501907503941991,18,1,5.86,149.44,(33521830.052500002 2790670.4356999993)
22.911787,1004.55066,-0.0022373311,4,1663,3,0.4663269,0.9761689100993728,18,1,8.03,348.71,(33525108.9811 2778128.705600001)
22.786465,992.52264,-0.00222179,4,1649,3,0.4145746,0.9694236631740698,18,1,5.47,176.17,(33518979.1654 2776726.783500001)
22.99993,996.8319,-0.0022091449,4,1645,4,0.5137447,1.2100118044700792,18,1,7.36,301.32,(33519763.0118 2773690.6974)
21.017292,1025.2408,-0.0022658156,4,1719,4,0.53335065,1.1756329653256585,18,1,7.68,829.85,(33527064.5871 2786289.8762)
21.457954,999.1736,-0.0022593983,4,1679,3,0.520356,1.2705597182183548,1,1,5.02,148.23,(33520413.0402 2785202.0242)
22.69173,1081.2574,-0.0022976163,1,1629,4,0.49327648,0.873969341846181,1,4,8.17,365.71,(33531955.9229 2756601.4724000003)
22.924356,1078.1245,-0.002295998,4,1593,4,0.50860167,1.0674526824379371,1,1,8.46,895.46,(33531273.3981 2757543.6904000007)
22.501587,1001.49146,-0.0022486472,4,1655,4,0.47875333,1.1393248050333824,18,1,8.40,732.64,(33524298.3211 2782841.2797999997)
24.06207,1079.1324,-0.0023292045,1,1247,4,0.48263264,0.9100229078369145,13,1,7.97,382.72,(33498911.9672 2772977.9922)
22.499321,1038.3997,-0.0022025888,4,1684,3,0.42526296,0.8708381239315344,13,1,8.38,32.80,(33515320.5756 2769042.2139)
22.837847,1033.4214,-0.0022341567,4,1708,4,0.54334044,1.1828058085401796,13,1,7.80,71.69,(33520016.0896 2766268.098099999)
22.768047,1005.8239,-0.002200627,4,1656,5,0.41460276,0.9669950658403386,18,10,6.87,303.75,(33517753.074500002 2773490.1240999997)
